canonical_smiles,molecule_chembl_id,pIC50,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(Cn2c(CC)nc3ccccc32)c2ccccc2)CC1,CHEMBL319622,6.0,>,>,IC50,nM,1000.0,IC50,nM,1000.0
O=C(O)[C@H]1[C@H](CN2C(=O)c3ccccc3S2(=O)=O)CC[C@@H]1Sc1ccc(-c2ccc(Cl)cc2)cc1,CHEMBL126711,7.455931955649724,=,=,IC50,nM,35.0,IC50,nM,35.0
CC(C)CC/N=C(\NC#N)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL48923,5.698970004336019,=,=,IC50,nM,2000.0,IC50,uM,2.0
O=C1CC2(CCCC2)CC(=O)N1CCCCNC[C@@H]1COc2ccccc2O1,CHEMBL12124,7.700057099977233,=,=,IC50,nM,19.95,Log IC50,,-7.7
O=C1c2ccccc2CN1CCCCN1CCN(c2nsc3ccccc23)CC1,CHEMBL41626,7.366531544420414,=,=,IC50,nM,43.0,IC50,nM,43.0
C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@H](CSc2nn[nH]n2)C(=O)O)c(F)c1,CHEMBL338598,6.4089353929735005,=,=,IC50,nM,390.0,IC50,uM,0.39
CC(CNC(=O)CN(Cc1ccc(OCc2ccccc2)cc1)C(=O)[C@H](Cc1c[nH]cn1)NC(=O)OCc1ccccc1)c1ccccc1,CHEMBL324827,6.508638306165727,=,=,IC50,nM,310.0,IC50,uM,0.31
O=c1cc(Cc2ccc(O)cc2)oc2cc(O)ccc12,CHEMBL56650,5.6020599913279625,=,=,IC50,nM,2500.0,IC50,uM,2.5
COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)cc1,CHEMBL91815,4.0,>,>,IC50,nM,100000.0,IC50,uM,100.0
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H]1CCCN2C(=O)N(Cc3ccccc3)C(=O)C[C@H]12,CHEMBL140262,6.0,>,>,IC50,nM,1000.0,IC50,nM,1000.0
Nc1cccc(S(=O)(=O)N(CC(=O)O)c2ccccc2)c1,CHEMBL37941,4.568636235841013,=,=,IC50,nM,27000.0,IC50,uM,27.0
Nc1ccc(N(CC(=O)O)S(=O)(=O)c2ccccc2)cc1,CHEMBL38055,4.167491087293763,=,=,IC50,nM,68000.0,IC50,uM,68.0
CCCn1nc([C@@H]2OC(C(=O)OC(c3ccccc3)c3ccccc3)=C[C@H](NC(=O)OC(C)(C)C)[C@H]2NC(C)=O)nc1Cc1ccccc1,CHEMBL70627,4.920818753952375,=,=,IC50,nM,12000.0,IC50,uM,12.0
CC(C)CCN[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(OC(=O)c2ccccc2)cc1)C(=O)NC(C)(C)C,CHEMBL275612,6.522878745280337,=,=,IC50,nM,300.0,IC50,uM,0.3
Nc1nc2ncc(CO)nc2c(=O)[nH]1,CHEMBL101541,3.744727494896694,=,=,IC50,nM,180000.0,IC50,uM,180.0
N#CC(C(=O)O)C1C(=O)N(Cc2ccc(C(F)(F)F)cc2)c2ccccc21,CHEMBL33509,6.2441251443275085,=,=,IC50,nM,570.0,IC50,uM,0.57
CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCN(C)C)C(C)C,CHEMBL48540,8.537602002101044,=,=,IC50,nM,2.9,IC50,nM,2.9
Cc1ccc(Cn2cnc3c(N(C)C)nc(N(C)C)nc32)cc1,CHEMBL72360,5.95999928552668,=,=,IC50,nM,1096.48,pI50,,5.96
CC(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c1ccc(OCCN2CCCCC2)cc1,CHEMBL313825,8.154901959985743,=,=,IC50,nM,7.0,IC50,nM,7.0
CCNCCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL113521,7.180456064458132,=,=,IC50,nM,66.0,IC50,uM,0.066
CC(C)(C)OC(=O)N1CC(CCl)c2c1cc(O)c1c2cnn1Cc1ccccc1,CHEMBL87767,5.567030709125595,=,=,IC50,nM,2710.0,IC50,nM,2710.0
C=C(CC[C@]12O[C@H](CN)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](O)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,CHEMBL283171,6.0,>,>,IC50,nM,1000.0,IC50,nM,1000.0
CCCCc1nc(SC)c(C(=O)CS(=O)(=O)c2ccccc2)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)NCc2ccccc2)cc1,CHEMBL315236,8.769551078621726,=,=,IC50,nM,1.7,IC50,nM,1.7
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3cccnc3)nc21,CHEMBL110034,5.501689446210399,=,=,IC50,nM,3150.0,IC50,uM,3.15
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,CHEMBL333687,7.6020599913279625,=,=,IC50,nM,25.0,IC50,uM,0.025
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)Cc4ccc(N)cc4)cccc2-3)cc1,CHEMBL27275,6.3979400086720375,=,=,IC50,nM,400.0,IC50,uM,0.4
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,CHEMBL53463,8.200659450546418,=,=,IC50,nM,6.3,IC50,uM,0.0063
COCCNc1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1-c1nc2cc(-c3ccccc3)ccc2o1,CHEMBL112160,5.698970004336019,=,=,IC50,nM,2000.0,IC50,uM,2.0
N=C(N)N1CCC(C[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)CC1.O=C(O)C(F)(F)F,CHEMBL162399,9.080921907623926,=,=,IC50,nM,0.83,IC50,nM,0.83
COC(=O)C(Cc1ccc(O)cc1)NC(=O)/C=C/c1ccc(O)c(O)c1,CHEMBL66015,5.494850021680094,=,=,IC50,nM,3200.0,IC50,uM,3.2
CC1=C[C@H]2O[C@@H]3[C@H](O)[C@H]4OC(=O)/C=C\C=C\[C@H]([C@@H](C)O)OCC/C(C)=C/C(=O)OC[C@@]2(CC1)[C@]4(C)[C@]31CO1,CHEMBL335838,5.0,>,>,IC50,nM,10000.0,IC50,uM,10.0
COc1ccc2c(c1)CN(C(N)=O)N=C2Cc1c(Cl)cncc1Cl,CHEMBL82934,7.443697499232712,=,=,IC50,nM,36.0,IC50,nM,36.0
Cc1nnc2n1-c1sc3c(c1C(c1ccccc1Cl)=NC2)CC(C(=O)N1CCOCC1)C3,CHEMBL325439,7.136677139879544,=,=,IC50,nM,73.0,IC50,nM,73.0
CCN(Cc1cnc2nc(N)nc(N)c2c1C)c1cc(OC)c(OC)c(OC)c1,CHEMBL52433,8.568636235841012,=,=,IC50,nM,2.7,IC50,nM,2.7
CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccncc1C)Oc1ccc(F)cc1-3,CHEMBL130141,6.440093374963888,=,=,IC50,nM,363.0,IC50,nM,363.0
CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccccc3Br)ncn2)cc1,CHEMBL100811,5.3979400086720375,=,=,IC50,nM,4000.0,IC50,uM,4.0
CC(C)=CCC/C(C)=C/c1ccccc1OCCCN(C)C(C)C,CHEMBL132078,5.6020599913279625,>,>,IC50,nM,2500.0,IC50,uM,2.5
O=C1c2ccccc2O[C@@H]2COc3ccccc3[C@H]12,CHEMBL41229,5.301029995663981,=,=,IC50,nM,5000.0,IC50,M,0.000005
O=C(c1ccccc1)c1ccc(S(=O)(=O)N2Cc3ccccc3C[C@@H]2C(=O)NO)cc1,CHEMBL56621,8.522878745280337,=,=,IC50,nM,3.0,IC50,nM l-1,3.0
CN(C)CCNc1ccc2c(=O)n(CCN(C)C)c(=O)n3c4ccc(N)cc4c(=O)c1c23.Cl.Cl.Cl,CHEMBL553744,7.309803919971486,=,=,IC50,nM,49.0,IC50,uM,0.049
Nc1nc2c(O)nc(N)n(Cc3cccs3)c-2n1,CHEMBL284608,5.337242168318426,=,=,IC50,nM,4600.0,IC50,uM,4.6
CCCCCCCCCCCCCCCC1(OC)C[N+](C)(C)CCO1.[Br-],CHEMBL295954,5.4089353929735005,=,=,IC50,nM,3900.0,IC50,uM,3.9
CN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL299347,4.301029995663981,>,>,IC50,nM,50000.0,IC50,uM,50.0
COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,CHEMBL80969,8.0,=,=,IC50,nM,10.0,IC50,nM,10.0
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c2c1CCCC2,CHEMBL315753,6.619788758288394,=,=,IC50,nM,240.0,IC50,uM,0.24
CCCCc1ccc(CN2CCN(Cc3c(O)cc4c(c3O)-c3cc(ccc3O)C3NC(=O)C5NC(=O)C6NC(=O)C(Cc7ccc(c(Cl)c7)Oc7cc5cc(c7O)Oc5ccc(cc5Cl)C(O)C(NC3=O)C(=O)N[C@H]4C(=O)NC)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc6c3)CC2)cc1,CHEMBL217361,4.214670164989233,=,=,IC50,nM,61000.0,IC50,uM,61.0
NCC[C@H](N)C(=O)N1CCCCC1,CHEMBL93505,3.0,>,>,IC50,nM,1000000.0,IC50,uM,1000.0
CC1(C)CC(O)(c2cccc[n+]2[O-])c2cc(C#N)ccc2C1=O,CHEMBL50931,5.136677139879544,=,=,IC50,nM,7300.0,IC50,uM,7.3
C=CCN(c1ccncc1)n1cccc1,CHEMBL346314,5.161150909262744,=,=,IC50,nM,6900.0,IC50,uM,6.9
OC1CCCc2nc3ccccc3c(NCc3ccccc3)c21,CHEMBL301958,4.958607314841775,=,=,IC50,nM,11000.0,IC50,uM,11.0
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,CHEMBL119,8.0,=,=,IC50,nM,10.0,IC50,nM,10.0
COC(=O)C1=CCCN(C)C1,CHEMBL7303,5.7594507517174005,=,=,IC50,nM,1740.0,IC50,nM,1740.0
CCCCOc1ccc(S(=O)(=O)N2C/C(=N\OCC)C[C@@H]2C(=O)NO)cc1,CHEMBL440355,8.698970004336019,=,=,IC50,nM,2.0,IC50,nM,2.0
CC(C)=CCc1c(C)cc(O)c2c1Cc1c(CC=C(C)C)c(O)cc(O)c1C2=O,CHEMBL125762,4.6020599913279625,=,=,IC50,nM,25000.0,IC50,uM,25.0
OC(COc1ccccc1)CN1CCN(C(c2ccccc2)c2ccc(C(F)(F)F)cc2)CC1,CHEMBL60256,6.049148541111453,=,=,IC50,nM,893.0,IC50,nM,893.0
Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,CHEMBL336113,5.142667503568732,=,=,IC50,nM,7200.0,IC50,uM,7.2
Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)c2ccccc2n1C,CHEMBL297636,7.6020599913279625,=,=,IC50,nM,25.0,IC50,uM,0.025
CCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@](C)(CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCNC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@](C)(CC(C)C)C(=O)N[C@H](C(N)=O)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC,CHEMBL2370926,7.0,>,>,IC50,nM,100.0,IC50,nM,100.0
CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@H](CCSC)NC(=O)[C@@H](Cc1ccc(C(F)(F)C(=O)O)cc1)NC(C)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CHEMBL2079602,6.698970004336019,=,=,IC50,nM,200.0,IC50,nM,200.0
C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)NCc1ccccc1,CHEMBL14211,6.853871964321762,=,=,IC50,nM,140.0,IC50,M,1.4E-7
COc1ccc(S(=O)(=O)N2Cc3cc(NC(=O)[C@H](CC(=O)OC(C)(C)C)NC(=O)OCc4ccccc4)ccc3C[C@H]2C(=O)NO)cc1,CHEMBL262264,8.0,=,=,IC50,nM,10.0,IC50,nM l-1,10.0
COc1ccc(S(=O)(=O)N[C@H](CCCNC(=O)NC2CCCCC2)C(=O)NO)cc1,CHEMBL418330,6.638272163982407,=,=,IC50,nM,230.0,IC50,nM,230.0
Cc1ccc2oc(NC(CC3CCCCC3)c3cccnc3)nc2c1,CHEMBL171238,7.698970004336019,=,=,IC50,nM,20.0,IC50,uM,0.02
CCCCCCCCCCCCCCCCCC[C@@H](N)CO,CHEMBL2092902,6.273272790973428,=,=,IC50,nM,533.0,IC50,nM,533.0
CN[C@@H](CC(C)C)C(=O)NC1C(=O)N[C@@H](CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O)Oc2ccc(cc2Cl)C1O,CHEMBL2370216,3.3010299956639813,>,>,IC50,nM,500000.0,IC50,uM,500.0
N[C@@]1(C(=O)O)CCC[C@@H](P(=O)(O)O)C1,CHEMBL58306,3.1249387366083,=,=,IC50,nM,750000.0,IC50,uM,750.0
CC(=O)Nc1ccc(C(=O)O)cc1NC(=O)CN,CHEMBL109939,2.3010299956639813,=,=,IC50,nM,5000000.0,IC50,mM,5.0
N[C@@H](CNC(=O)c1cc2n(n1)CCN(CCC1CCNCC1)C2=O)C(=O)O,CHEMBL417700,7.346787486224656,=,=,IC50,nM,45.0,IC50,nM,45.0
CCCNC(=O)NS(=O)(=O)c1ccccc1-c1ccc(Cn2c(CCC)nc(SC)c2C(=O)O)cc1,CHEMBL63998,6.110698297493689,=,=,IC50,nM,775.0,IC50,nM,775.0
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](C)c1ccccc1)C(=O)N[C@H](C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@@H]1CN[C@@H](Cc1ccccc1)C(N)=O,CHEMBL2112785,9.022276394711152,=,=,IC50,nM,0.95,IC50,M,9.5E-10
CCC1(c2ccc(C(=N)N)cc2)NC(=O)N(CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)O)c2ccccc2)C1=O,CHEMBL429060,7.6020599913279625,=,=,IC50,nM,25.0,IC50,uM,0.025
CO/N=C1/C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)C1,CHEMBL356471,8.0,=,=,IC50,nM,10.0,IC50,nM,10.0
O=C(NO)C(CCn1nnc2ccccc2c1=O)CSc1ccc(-c2ccc(Cl)cc2)cc1,CHEMBL126461,9.301029995663981,=,=,IC50,nM,0.5,IC50,nM,0.5
NC(Cc1ccc(O)cc1)C(=O)N1CCCC1,CHEMBL317126,3.8239087409443187,=,=,IC50,nM,150000.0,IC50,uM,150.0
C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(Cn2c(CC)nc3ccccc32)c2ccccc2)CC1,CHEMBL319622,6.0,>,>,IC50,nM,1000.0,IC50,nM,1000.0
CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCCN)C(C)C,CHEMBL99903,8.346787486224656,=,=,IC50,nM,4.5,IC50,nM,4.5
CC(C)C[C@H](NS(=O)(=O)c1ccc(F)cc1)C(=O)N[C@@H](C=O)CC(C)C,CHEMBL169103,6.886056647693163,=,=,IC50,nM,130.0,IC50,nM,130.0
COc1ccccc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,CHEMBL16192,9.301029995663981,=,=,IC50,nM,0.5,IC50,nM,0.5
CCCn1nc([C@@H]2OC(C(=O)OC(c3ccccc3)c3ccccc3)=C[C@H](NC(=O)OC(C)(C)C)[C@H]2NC(C)=O)nc1Cc1ccccc1,CHEMBL70627,3.4436974992327127,>,>,IC50,nM,360000.0,IC50,uM,360.0
CC(O)[C@@H](C(=O)N[C@H](C)c1ccccc1)N(C)C(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N,CHEMBL105819,11.096910013008056,=,=,IC50,nM,0.008,IC50,nM,0.008
C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(Cn2cnc3ccccc32)c2ccccc2)CC1,CHEMBL104474,6.0,>,>,IC50,nM,1000.0,IC50,nM,1000.0
O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(-c2cccc(N3CCC(C(=O)O)CC3)c2)cc1,CHEMBL367386,8.744727494896694,=,=,IC50,nM,1.8,IC50,nM,1.8
O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCNCC1,CHEMBL80732,6.071604147743286,=,=,IC50,nM,848.0,IC50,nM,848.0
CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,CHEMBL130098,8.0,<,<,IC50,nM,10.0,IC50,uM,0.01
O=C(O)CN(c1ccccc1)S(=O)(=O)c1ccc(F)cc1,CHEMBL37733,4.585026652029182,=,=,IC50,nM,26000.0,IC50,uM,26.0
CC1Cc2c(-c3ccccc3)[nH]c(-c3ccccc3)c2CC1C,CHEMBL343339,8.508638306165727,=,=,IC50,nM,3.1,IC50,nM,3.1
CO[C@@H]1CC2C[C@@H](OC(c3ccc(F)cc3)c3ccc(F)cc3)CC1N2C,CHEMBL424565,7.6020599913279625,=,=,IC50,nM,25.0,IC50,nM,25.0
O=C1c2ccccc2CN1C/C=C\CN1CCN(c2nsc3ccccc23)CC1,CHEMBL43410,7.366531544420414,=,=,IC50,nM,43.0,IC50,nM,43.0
C[C@H](c1ccccc1)[C@@H]1NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)(C)SSC(C)(C)[C@@H](C(=O)O)NC1=O,CHEMBL3350315,7.202732459169283,=,=,IC50,nM,62.7,IC50,nM,62.7
Nc1nc(O)c2ncnc-2n1Cc1ccccc1,CHEMBL35812,4.943095148663527,=,=,IC50,nM,11400.0,IC50,uM,11.4
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,CHEMBL57,5.0,>,>,IC50,nM,10000.0,IC50,nM,10000.0
CC(C)(C)n1cc(-c2ccc(Cl)cc2)c2c(N)ncnc21,CHEMBL306012,6.823908740944319,=,=,IC50,nM,150.0,IC50,uM,0.15
O=c1cc(-c2ccccc2)oc2c(I)c(O)c(I)c(O)c12,CHEMBL352508,5.5376020021010435,=,=,IC50,nM,2900.0,IC50,uM,2.9
Cl.NCCCNCCCCNCCCNCCCNc1c2ccccc2nc2ccccc12,CHEMBL1203390,6.045757490560675,=,=,IC50,nM,900.0,IC50,uM,0.9
CC(C)[C@H](NC(=O)N(C)CCc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)CCc1ccccn1)C(C)C,CHEMBL323955,8.2839966563652,=,=,IC50,nM,5.2,IC50,nM,5.2
C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NC(CCCCCC(=O)NS(C)(=O)=O)C(=O)O)c(F)c1,CHEMBL340842,6.657577319177793,=,=,IC50,nM,220.0,IC50,uM,0.22
O=C(O)CCC(CC(=O)NO)C(=O)O,CHEMBL65043,6.657577319177793,=,=,IC50,nM,220.0,IC50,nM,220.0
CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C,CHEMBL281164,7.251811972993799,=,=,IC50,nM,56.0,IC50,nM,56.0
O=c1cc(-c2cccc(-c3cccc(O)c3)c2)sc(N2CCOCC2)c1,CHEMBL104644,6.036212172654444,=,=,IC50,nM,920.0,IC50,uM,0.92
COc1cc(CCC2CNc3nc(N)nc(N)c3C2)cc(OC)c1OC,CHEMBL423558,6.327902142064283,=,=,IC50,nM,470.0,IC50,uM,0.47
Cn1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c2ccccc21,CHEMBL323954,5.95999928552668,=,=,IC50,nM,1096.48,pIC50,,5.96
CCCCc1cnc(NC(P(=O)(O)O)P(=O)(O)O)s1,CHEMBL98476,8.569924944448061,=,=,IC50,nM,2.692,Log IC50,,-8.57
CC(=O)OC(C)n1cnc2c(S)nc(N)nc21,CHEMBL156849,6.795880017344075,=,=,IC50,nM,160.0,IC50,uM,0.16
Cc1cc(NC(=O)/C(C#N)=C(\O)C2CC2)ccc1Br,CHEMBL142074,7.301029995663981,=,=,IC50,nM,50.0,IC50,nM,50.0
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1O,CHEMBL96712,4.823908740944319,=,=,IC50,nM,15000.0,IC50,mM,0.015
NC(=O)c1cc2c(Oc3ccc(Cl)cc3Br)cncc2s1,CHEMBL119599,6.481486060122113,=,=,IC50,nM,330.0,IC50,nM,330.0
CC(C)C[C@H](NC(=O)c1coc2ccccc2c1=O)C(=O)N[C@@H](CC(=O)O)C(=O)NC(C(N)=O)C(O)c1ccccc1,CHEMBL295004,5.1938200260161125,=,=,IC50,nM,6400.0,IC50,uM,6.4
COc1ccc(C=O)c2c1CC1(CCCCC1)O2,CHEMBL329163,2.0969100130080562,=,=,IC50,nM,8000000.0,IC50,mM,8.0
Cc1cc(C(=O)Nc2ccc(F)cc2)nn1-c1cccc(C(F)(F)F)c1,CHEMBL76218,6.096910013008056,=,=,IC50,nM,800.0,IC50,nM,800.0
O=C(O)CCCC(=O)NCCCC[C@H](C(=O)NCCCOCCCCOCCCNC(=O)[C@H](CCCCNC(=O)CCCC(=O)O)N(Cc1ccc(OCc2ccccc2)cc1)Cc1ccc(OCc2ccccc2)cc1)N(Cc1ccc(OCc2ccccc2)cc1)Cc1ccc(OCc2ccccc2)cc1,CHEMBL414551,5.3979400086720375,=,=,IC50,nM,4000.0,IC50,uM,4.0
CCOC(=O)N1CCC(n2nnnc2CCCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1,CHEMBL109445,10.0,=,=,IC50,nM,0.1,IC50,nM,0.1
O=C(COc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,CHEMBL138593,6.853871964321762,=,=,IC50,nM,140.0,IC50,nM,140.0
O=P(O)(O)C(Cc1ccccc1)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,CHEMBL276872,6.552841968657781,=,=,IC50,nM,280.0,IC50,nM,280.0
CCc1nc2ccc(NC(=O)N3CCOCC3)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC(C)C)cc1F,CHEMBL17487,8.698970004336019,=,=,IC50,nM,2.0,IC50,nM,2.0
Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1,CHEMBL69638,6.853871964321762,=,=,IC50,nM,140.0,IC50,uM,0.14
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)N(C)[C@@H](C(=O)c2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,CHEMBL2371070,6.0,>,>,IC50,nM,1000.0,IC50,nM,1000.0
NS(=O)(=O)Oc1cccc(I)c1,CHEMBL24063,3.9208187539523753,=,=,IC50,nM,120000.0,IC50,uM l-1,120.0
O=C(O)CC1CCCc2c1n(Cc1cccc(OCCCCC#Cc3cccnc3)c1)c1ccc(F)cc21,CHEMBL175801,7.3979400086720375,=,=,IC50,nM,40.0,IC50,uM,0.04
CC(O)Cn1cnc2c(F)nc(N)nc21,CHEMBL157159,3.3010299956639813,>,>,IC50,nM,500000.0,IC50,uM,500.0
O=C1NCc2c(-c3ccccc3Cl)cc(C3CCNCC3)cc2N1c1c(Cl)cccc1Cl,CHEMBL96763,8.698970004336019,=,=,IC50,nM,2.0,IC50,nM,2.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,6.055517327849832,=,=,IC50,nM,880.0,IC50,uM,0.88
CNC(=O)c1cc2c(Oc3ccc(-n4cccn4)cc3)cncc2s1,CHEMBL119039,8.301029995663981,=,=,IC50,nM,5.0,IC50,nM,5.0
Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,CHEMBL137364,4.65286521708998,=,=,IC50,nM,22240.0,IC50,uM,22.24
CNCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,CHEMBL24329,6.853871964321762,=,=,IC50,nM,140.0,IC50,M,1.4E-7
Nc1nc(N)c2[nH]c(-c3ccccc3)nc2n1,CHEMBL66077,4.552841968657781,=,=,IC50,nM,28000.0,IC50,uM,28.0
NCCCCCCNC(=O)[C@@H]1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)Oc5cc3cc(c5O)Oc3ccc(cc3Cl)C2O)NC(=O)C(N)c2ccc(O)c(c2)Oc2cc(O)cc4c2)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,CHEMBL217475,3.3010299956639813,>,>,IC50,nM,500000.0,IC50,uM,500.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],CHEMBL193,8.698970004336019,=,=,IC50,nM,2.0,IC50,nM,2.0
Cc1c(C(C)C)c(=O)on1C(=O)N1CCC[C@H](C)C1,CHEMBL106126,4.301029995663981,>,>,IC50,nM,50000.0,IC50,uM,50.0
O=c1c2cc3ccccc3cc2nc2ccc(-c3nn[nH]n3)cn12,CHEMBL162063,3.638272163982407,=,=,IC50,nM,230000.0,I50,mM,0.23
